,Location,Title,Price,Company,Summary
5,London,Senior Data Scientist - London,"
£70,000 - £80,000 a year","
Smartlytics Consultancy Limited","
 Smartlytics Consultancy a small analytics consultancy is looking for 2x experienced senior data scientists to join our team.AWS, Azure or GCP experience."
8,Oxford OX3,Research Assistant / Senior Research Assistant,"
£25,000 - £37,000 a year","
Nucleome Therapeutics Ltd","
 We are building a passionate, creative and dedicated multi-disciplinary team of scientists with expertise in gene regulation, genomics, machine learning, data…"
12,Liverpool,Research Assistant,"
£29,176 - £33,797 a year","

Liverpool School of Tropical Medicine","
 The successful individual must also be able to effectively liaise with collaborators and team members from different cultures, and be capable of diligently…"
16,London,"Data Scientist - SAS, R, Spark, Python, Big Data, Azure","
£500 - £1,000 a day","

Senitor Associates","
 Data Scientist - SAS, R, Spark, Python, Big Data, Azure Microservices, Analytics Statistical Modelling, Machine Learning - Qatar I am currently on the lookout…"
1,London,Private Equity Data Scientist,"
£40,000 - £50,000 a year","
Capricorn Capital Partners UK","
We are looking to add a data scientist with experience in data analysis and statistical modelling to the team. Analyse raw and messy data."
2,London W6,Data Scientist,"
£35,000 - £90,000 a year","
causaLens","
We are looking for a motivated and high-achieving Data Scientist to join our team working on Automated Machine Learning for time-series."
4,London,Machine Learning Engineer,"
£40,000 - £50,000 a year","

Oscar Technology","
A network and communications organisation are looking for a Machine learning Engineer to help design, develop and implement machine learning algorithms into…"
5,Billingham,Research Scientist/Senior Research Scientist – Temporary,"
£23,012 - £36,400 a year","

Fujifilm Diosynth Biotechnologies","
Temporary 9-12 months (maternity cover). Fujifilm Diosynth Biotechnologies based in Billingham, Stockton-on-Tees specialise in developing manufacturing…"
7,London,Senior Data Scientist,"
£50,000 - £90,000 a year","

Capita IT Resourcing","
I am currently seeking a Senior Data Scientist to be based in London with my client who is a consultancy focusing purely on Data Science and Machine Learning…"
9,London,Data Scientist - Product,"
£70,000 - £80,000 a year","
Harnham","
As a Data Scientist in this team, you will be focusing on applying machine learning products, using large data sets including real time and historical data."
11,London,Data Scientist - Python,"
£40,000 a year","

Give A Grad A Go","
Looking for Data Scientist Jobs in London? In this Data Scientist job, your responsibilities will include: In this Data Scientist job, you will be working for…"
14,London,Senior Data Scientist / Machine Learning Engineer,"
£42,500 - £57,500 a year","
decisionLab Ltd","
We are seeking to expand our talented and dynamic team of data scientists. We are seeking to appoint data scientists / machine learning engineers as full-time…"
15,London,Senior Data Scientist - London,"
£70,000 - £80,000 a year","
Smartlytics Consultancy Limited","
Smartlytics Consultancy a small analytics consultancy is looking for 2x experienced senior data scientists to join our team. AWS, Azure or GCP experience."
1,London,Private Equity Data Scientist,"
£40,000 - £50,000 a year","
Capricorn Capital Partners UK","
 We are looking to add a data scientist with experience in data analysis and statistical modelling to the team.Analyse raw and messy data."
2,London W6,Data Scientist,"
£35,000 - £90,000 a year","
causaLens","
 We are looking for a motivated and high-achieving Data Scientist to join our team working on Automated Machine Learning for time-series."
4,London,Senior Data Scientist / Machine Learning Engineer,"
£42,500 - £57,500 a year","
decisionLab Ltd","
 We are seeking to expand our talented and dynamic team of data scientists.We are seeking to appoint data scientists / machine learning engineers as full-time…"
5,London,Senior Data Scientist - London,"
£70,000 - £80,000 a year","
Smartlytics Consultancy Limited","
 Smartlytics Consultancy a small analytics consultancy is looking for 2x experienced senior data scientists to join our team.AWS, Azure or GCP experience."
8,London,Lead Data Scientist - Executing Strategy,"
£110,000 - £120,000 a year","
Harnham","
 Lead Data Scientist - Executing Strategy.As a Lead Data Scientist, you will be analysing large data sets to make predictions on trading strategies."
13,London,Junior Quantitative Analyst,"
£40,000 - £55,000 a year","
Bettor Believe","
 The research team manage and model sports betting data, analysing large volumes of structured data in order to extract knowledge and derive trading algorithms."
14,London,"Billing Development Analyst, West London","
£6,032 - £46,350 a year","

Radius Payment Solutions","
 Data Engineer / Data Scientist - Manchester Manchester M2 3NG, United Kingdom.Be able to understand diverse business data and where it sits across multiple…"
16,London,"Data Scientist - SAS, R, Spark, Python, Big Data, Azure","
£500 - £1,000 a day","

Senitor Associates","
 Data Scientist - SAS, R, Spark, Python, Big Data, Azure Microservices, Analytics Statistical Modelling, Machine Learning - Qatar I am currently on the lookout…"
1,London,Private Equity Data Scientist,"
£40,000 - £50,000 a year","
Capricorn Capital Partners UK","
 We are looking to add a data scientist with experience in data analysis and statistical modelling to the team.Analyse raw and messy data."
2,London W6,Data Scientist,"
£35,000 - £90,000 a year","
causaLens","
 We are looking for a motivated and high-achieving Data Scientist to join our team working on Automated Machine Learning for time-series."
4,London,Senior Data Scientist / Machine Learning Engineer,"
£42,500 - £57,500 a year","
decisionLab Ltd","
 We are seeking to expand our talented and dynamic team of data scientists.We are seeking to appoint data scientists / machine learning engineers as full-time…"
5,London,Senior Data Scientist - London,"
£70,000 - £80,000 a year","
Smartlytics Consultancy Limited","
 Smartlytics Consultancy a small analytics consultancy is looking for 2x experienced senior data scientists to join our team.AWS, Azure or GCP experience."
7,London,Senior Data Scientist - modelling,"
£70,000 - £80,000 a year","
Harnham","
 The successful Senior Data Scientist will have extensive knowledge and commercial use of SQL and Python/R.A well-known global retailer is drastically building…"
8,Falmer,Admin Assistant,"
£20,354 - £23,500 a year","

Southern Water","
 Analysing and interpreting financial statistics and other data and produce relevant audit reports for internal and external customers;Working for us, you will:"
9,London,Data Scientist - NLP,"
£65,000 - £70,000 a year","
Harnham","
 As a Data Scientist you will be:Helping the business define Data Science strategy and working on new ways to make the most of data.£75,000 + Bonus + Benefits."
10,Yorkshire,Graduate Data Scientist,"
£24,000 - £26,000 a year","
kdr Recruitment","
 What you’ll be doing as a Data Scientist:If so, this is the perfect opportunity for you to progress as a Data Scientist."
16,London,"Data Scientist - SAS, R, Spark, Python, Big Data, Azure","
£500 - £1,000 a day","

Senitor Associates","
 Data Scientist - SAS, R, Spark, Python, Big Data, Azure Microservices, Analytics Statistical Modelling, Machine Learning - Qatar I am currently on the lookout…"
1,London,Private Equity Data Scientist,"
£40,000 - £50,000 a year","
Capricorn Capital Partners UK","
We are looking to add a data scientist with experience in data analysis and statistical modelling to the team. Analyse raw and messy data."
2,London W6,Data Scientist,"
£35,000 - £90,000 a year","
causaLens","
This is an exciting role for a smart, creative person to take point on research and development of sophisticated, cutting-edge platform for machine learning on…"
4,London,Senior Data Scientist / Machine Learning Engineer,"
£42,500 - £57,500 a year","
decisionLab Ltd","
We are seeking to expand our talented and dynamic team of data scientists. We are seeking to appoint data scientists / machine learning engineers as full-time…"
5,London,Senior Data Scientist - London,"
£70,000 - £80,000 a year","
Smartlytics Consultancy Limited","
Smartlytics Consultancy a small analytics consultancy is looking for 2x experienced senior data scientists to join our team. E.g. regression, k-means, etc."
7,London,Senior Data Scientist - modelling,"
£70,000 - £80,000 a year","
Harnham","
A well-known global retailer is drastically building out their data science function, they're investing heavily into being the leaders in data and analytics…"
8,Falmer,Admin Assistant,"
£20,354 - £23,500 a year","

Southern Water","
Analysing and interpreting financial statistics and other data and produce relevant audit reports for internal and external customers; Working for us, you will:"
9,London,Data Scientist - NLP,"
£65,000 - £70,000 a year","
Harnham","
Making sense of complex unstructured data sets. Helping the business define Data Science strategy and working on new ways to make the most of data."
10,Yorkshire,Graduate Data Scientist,"
£24,000 - £26,000 a year","
kdr Recruitment","
£24,000 - £26,000 per annum. Are you just finishing or have recently finished University studying a STEM related degree and are considering your first…"
16,London,"Data Scientist - SAS, R, Spark, Python, Big Data, Azure","
£500 - £1,000 a day","

Senitor Associates","
Data Scientist - SAS, R, Spark, Python, Big Data, Azure Microservices, Analytics Statistical Modelling, Machine Learning - Qatar I am currently on the lookout…"
1,London,Private Equity Data Scientist,"
£40,000 - £50,000 a year","
Capricorn Capital Partners UK","
 We are looking to add a data scientist with experience in data analysis and statistical modelling to the team.Analyse raw and messy data."
2,London W6,Data Scientist,"
£35,000 - £90,000 a year","
causaLens","
 We are looking for a motivated and high-achieving Data Scientist to join our team working on Automated Machine Learning for time-series."
4,London,Senior Data Scientist / Machine Learning Engineer,"
£42,500 - £57,500 a year","
decisionLab Ltd","
 We are seeking to expand our talented and dynamic team of data scientists.We are seeking to appoint data scientists / machine learning engineers as full-time…"
5,London,Senior Data Scientist - London,"
£70,000 - £80,000 a year","
Smartlytics Consultancy Limited","
 Smartlytics Consultancy a small analytics consultancy is looking for 2x experienced senior data scientists to join our team.AWS, Azure or GCP experience."
8,Oxford OX3,Research Assistant / Senior Research Assistant,"
£25,000 - £37,000 a year","
Nucleome Therapeutics Ltd","
 We are building a passionate, creative and dedicated multi-disciplinary team of scientists with expertise in gene regulation, genomics, machine learning, data…"
12,Liverpool,Research Assistant,"
£29,176 - £33,797 a year","

Liverpool School of Tropical Medicine","
 The successful individual must also be able to effectively liaise with collaborators and team members from different cultures, and be capable of diligently…"
16,London,"Data Scientist - SAS, R, Spark, Python, Big Data, Azure","
£500 - £1,000 a day","

Senitor Associates","
 Data Scientist - SAS, R, Spark, Python, Big Data, Azure Microservices, Analytics Statistical Modelling, Machine Learning - Qatar I am currently on the lookout…"
1,London,Private Equity Data Scientist,"
£40,000 - £50,000 a year","
Capricorn Capital Partners UK","
We are looking to add a data scientist with experience in data analysis and statistical modelling to the team. Analyse raw and messy data."
2,London W6,Data Scientist,"
£35,000 - £90,000 a year","
causaLens","
This is an exciting role for a smart, creative person to take point on research and development of sophisticated, cutting-edge platform for machine learning on…"
4,London,Machine Learning Engineer,"
£40,000 - £50,000 a year","

Oscar Technology","
A network and communications organisation are looking for a Machine learning Engineer to help design, develop and implement machine learning algorithms into…"
5,Billingham,Research Scientist/Senior Research Scientist – Temporary,"
£23,012 - £36,400 a year","

Fujifilm Diosynth Biotechnologies","
Research Scientist/Senior Research Scientist. Grade: 30-32 (depending on experience). Salary £23,012- £36,400. Temporary 9-12 months (maternity cover)."
7,London,Senior Data Scientist,"
£50,000 - £90,000 a year","

Capita IT Resourcing","
Primary responsibilities will be developing and implementing algorithmic tolls to gain insights from costumers data."
9,London,Data Scientist - Product,"
£70,000 - £80,000 a year","
Harnham","
Using SQL for data manipulation. The successful data scientist will have industrial experience using machine learning techniques, in Python, for forecasting."
11,London,Data Scientist - Python,"
£40,000 a year","

Give A Grad A Go","
Reviewing, analysing and managing large amounts of industry and company data. Using your data knowledge to make and rigorously test hypotheses to improve the…"
14,London,Senior Data Scientist / Machine Learning Engineer,"
£42,500 - £57,500 a year","
decisionLab Ltd","
We are seeking to expand our talented and dynamic team of data scientists. We are seeking to appoint data scientists / machine learning engineers as full-time…"
15,London,Senior Data Scientist - London,"
£70,000 - £80,000 a year","
Smartlytics Consultancy Limited","
Smartlytics Consultancy a small analytics consultancy is looking for 2x experienced senior data scientists to join our team. E.g. regression, k-means, etc."
1,London,Private Equity Data Scientist,"
£40,000 - £50,000 a year","
Capricorn Capital Partners UK","
 We are looking to add a data scientist with experience in data analysis and statistical modelling to the team.Analyse raw and messy data."
2,London W6,Data Scientist,"
£35,000 - £90,000 a year","
causaLens","
 We are looking for a motivated and high-achieving Data Scientist to join our team working on Automated Machine Learning for time-series."
4,London,Senior Data Scientist / Machine Learning Engineer,"
£42,500 - £57,500 a year","
decisionLab Ltd","
 We are seeking to expand our talented and dynamic team of data scientists.We are seeking to appoint data scientists / machine learning engineers as full-time…"
5,London,Senior Data Scientist - London,"
£70,000 - £80,000 a year","
Smartlytics Consultancy Limited","
 Smartlytics Consultancy a small analytics consultancy is looking for 2x experienced senior data scientists to join our team.AWS, Azure or GCP experience."
7,London,Senior Data Scientist - modelling,"
£70,000 - £80,000 a year","
Harnham","
 The successful Senior Data Scientist will have extensive knowledge and commercial use of SQL and Python/R.A well-known global retailer is drastically building…"
8,Falmer,Admin Assistant,"
£20,354 - £23,500 a year","

Southern Water","
 Analysing and interpreting financial statistics and other data and produce relevant audit reports for internal and external customers;Working for us, you will:"
9,London,Data Scientist - NLP,"
£65,000 - £70,000 a year","
Harnham","
 As a Data Scientist you will be:Helping the business define Data Science strategy and working on new ways to make the most of data.£75,000 + Bonus + Benefits."
10,Yorkshire,Graduate Data Scientist,"
£24,000 - £26,000 a year","
kdr Recruitment","
 What you’ll be doing as a Data Scientist:If so, this is the perfect opportunity for you to progress as a Data Scientist."
16,London,"Data Scientist - SAS, R, Spark, Python, Big Data, Azure","
£500 - £1,000 a day","

Senitor Associates","
 Data Scientist - SAS, R, Spark, Python, Big Data, Azure Microservices, Analytics Statistical Modelling, Machine Learning - Qatar I am currently on the lookout…"
1,London,Private Equity Data Scientist,"
£40,000 - £50,000 a year","
Capricorn Capital Partners UK","
 We are looking to add a data scientist with experience in data analysis and statistical modelling to the team.Analyse raw and messy data."
2,London W6,Data Scientist,"
£35,000 - £90,000 a year","
causaLens","
 We are looking for a motivated and high-achieving Data Scientist to join our team working on Automated Machine Learning for time-series."
4,London,Senior Data Scientist / Machine Learning Engineer,"
£42,500 - £57,500 a year","
decisionLab Ltd","
 We are seeking to expand our talented and dynamic team of data scientists.We are seeking to appoint data scientists / machine learning engineers as full-time…"
5,London,Senior Data Scientist - London,"
£70,000 - £80,000 a year","
Smartlytics Consultancy Limited","
 Smartlytics Consultancy a small analytics consultancy is looking for 2x experienced senior data scientists to join our team.AWS, Azure or GCP experience."
7,London,Senior Data Scientist - modelling,"
£70,000 - £80,000 a year","
Harnham","
 The successful Senior Data Scientist will have extensive knowledge and commercial use of SQL and Python/R.A well-known global retailer is drastically building…"
8,Falmer,Admin Assistant,"
£20,354 - £23,500 a year","

Southern Water","
 Analysing and interpreting financial statistics and other data and produce relevant audit reports for internal and external customers;Working for us, you will:"
9,London,Data Scientist - NLP,"
£65,000 - £70,000 a year","
Harnham","
 As a Data Scientist you will be:Helping the business define Data Science strategy and working on new ways to make the most of data.£75,000 + Bonus + Benefits."
10,Yorkshire,Graduate Data Scientist,"
£24,000 - £26,000 a year","
kdr Recruitment","
 What you’ll be doing as a Data Scientist:If so, this is the perfect opportunity for you to progress as a Data Scientist."
16,London,"Data Scientist - SAS, R, Spark, Python, Big Data, Azure","
£500 - £1,000 a day","

Senitor Associates","
 Data Scientist - SAS, R, Spark, Python, Big Data, Azure Microservices, Analytics Statistical Modelling, Machine Learning - Qatar I am currently on the lookout…"
1,London,Private Equity Data Scientist,"
£40,000 - £50,000 a year","
Capricorn Capital Partners UK","
We are looking to add a data scientist with experience in data analysis and statistical modelling to the team. Analyse raw and messy data."
2,London W6,Data Scientist,"
£35,000 - £90,000 a year","
causaLens","
This is an exciting role for a smart, creative person to take point on research and development of sophisticated, cutting-edge platform for machine learning on…"
4,London,Senior Data Scientist / Machine Learning Engineer,"
£42,500 - £57,500 a year","
decisionLab Ltd","
We are seeking to expand our talented and dynamic team of data scientists. We are seeking to appoint data scientists / machine learning engineers as full-time…"
5,London,Senior Data Scientist - London,"
£70,000 - £80,000 a year","
Smartlytics Consultancy Limited","
Smartlytics Consultancy a small analytics consultancy is looking for 2x experienced senior data scientists to join our team. E.g. regression, k-means, etc."
7,London,Senior Data Scientist - modelling,"
£70,000 - £80,000 a year","
Harnham","
A well-known global retailer is drastically building out their data science function, they're investing heavily into being the leaders in data and analytics…"
8,Falmer,Admin Assistant,"
£20,354 - £23,500 a year","

Southern Water","
Our engineers, scientists, technicians, customer and corporate service teams work together to provide water and wastewater services to more than 4.6 million…"
9,London,Data Scientist - NLP,"
£65,000 - £70,000 a year","
Harnham","
Making sense of complex unstructured data sets. Helping the business define Data Science strategy and working on new ways to make the most of data."
10,Yorkshire,Graduate Data Scientist,"
£24,000 - £26,000 a year","
kdr Recruitment","
£24,000 - £26,000 per annum. Are you just finishing or have recently finished University studying a STEM related degree and are considering your first…"
16,London,"Data Scientist - SAS, R, Spark, Python, Big Data, Azure","
£500 - £1,000 a day","

Senitor Associates","
Data Scientist - SAS, R, Spark, Python, Big Data, Azure Microservices, Analytics Statistical Modelling, Machine Learning - Qatar I am currently on the lookout…"
1,London,Private Equity Data Scientist,"
£40,000 - £50,000 a year","
Capricorn Capital Partners UK","
We are looking to add a data scientist with experience in data analysis and statistical modelling to the team. Analyse raw and messy data."
2,London W6,Data Scientist,"
£35,000 - £90,000 a year","
causaLens","
We are looking for a motivated and high-achieving Data Scientist to join our team working on Automated Machine Learning for time-series."
4,London,Senior Data Scientist / Machine Learning Engineer,"
£42,500 - £57,500 a year","
decisionLab Ltd","
We are seeking to expand our talented and dynamic team of data scientists. We are seeking to appoint data scientists / machine learning engineers as full-time…"
5,London,Senior Data Scientist - London,"
£70,000 - £80,000 a year","
Smartlytics Consultancy Limited","
Smartlytics Consultancy a small analytics consultancy is looking for 2x experienced senior data scientists to join our team. AWS, Azure or GCP experience."
8,Oxford OX3,Research Assistant / Senior Research Assistant,"
£25,000 - £37,000 a year","
Nucleome Therapeutics Ltd","
We are building a passionate, creative and dedicated multi-disciplinary team of scientists with expertise in gene regulation, genomics, machine learning, data…"
12,Liverpool,Research Assistant,"
£29,176 - £33,797 a year","

Liverpool School of Tropical Medicine","
The successful individual must also be able to effectively liaise with collaborators and team members from different cultures, and be capable of diligently…"
16,London,"Data Scientist - SAS, R, Spark, Python, Big Data, Azure","
£500 - £1,000 a day","

Senitor Associates","
Data Scientist - SAS, R, Spark, Python, Big Data, Azure Microservices, Analytics Statistical Modelling, Machine Learning - Qatar I am currently on the lookout…"
1,London,Private Equity Data Scientist,"
£40,000 - £50,000 a year","
Capricorn Capital Partners UK","
We are looking to add a data scientist with experience in data analysis and statistical modelling to the team. Analyse raw and messy data."
2,London W6,Data Scientist,"
£35,000 - £90,000 a year","
causaLens","
This is an exciting role for a smart, creative person to take point on research and development of sophisticated, cutting-edge platform for machine learning on…"
4,London,Machine Learning Engineer,"
£40,000 - £50,000 a year","

Oscar Technology","
A network and communications organisation are looking for a Machine learning Engineer to help design, develop and implement machine learning algorithms into…"
5,Billingham,Research Scientist/Senior Research Scientist – Temporary,"
£23,012 - £36,400 a year","

Fujifilm Diosynth Biotechnologies","
Research Scientist/Senior Research Scientist. Grade: 30-32 (depending on experience). Salary £23,012- £36,400. Temporary 9-12 months (maternity cover)."
7,London,Senior Data Scientist,"
£50,000 - £90,000 a year","

Capita IT Resourcing","
Primary responsibilities will be developing and implementing algorithmic tolls to gain insights from costumers data."
9,London,Data Scientist - Product,"
£70,000 - £80,000 a year","
Harnham","
Using SQL for data manipulation. The successful data scientist will have industrial experience using machine learning techniques, in Python, for forecasting."
11,London,Data Scientist - Python,"
£40,000 a year","

Give A Grad A Go","
Reviewing, analysing and managing large amounts of industry and company data. Using your data knowledge to make and rigorously test hypotheses to improve the…"
14,London,Senior Data Scientist / Machine Learning Engineer,"
£42,500 - £57,500 a year","
decisionLab Ltd","
We are seeking to expand our talented and dynamic team of data scientists. We are seeking to appoint data scientists / machine learning engineers as full-time…"
15,London,Senior Data Scientist - London,"
£70,000 - £80,000 a year","
Smartlytics Consultancy Limited","
Smartlytics Consultancy a small analytics consultancy is looking for 2x experienced senior data scientists to join our team. E.g. regression, k-means, etc."
1,London,Private Equity Data Scientist,"
£40,000 - £50,000 a year","
Capricorn Capital Partners UK","
 We are looking to add a data scientist with experience in data analysis and statistical modelling to the team.Analyse raw and messy data."
2,London W6,Data Scientist,"
£35,000 - £90,000 a year","
causaLens","
 We are looking for a motivated and high-achieving Data Scientist to join our team working on Automated Machine Learning for time-series."
4,London,Senior Data Scientist / Machine Learning Engineer,"
£42,500 - £57,500 a year","
decisionLab Ltd","
 We are seeking to expand our talented and dynamic team of data scientists.We are seeking to appoint data scientists / machine learning engineers as full-time…"
5,London,Senior Data Scientist - London,"
£70,000 - £80,000 a year","
Smartlytics Consultancy Limited","
 Smartlytics Consultancy a small analytics consultancy is looking for 2x experienced senior data scientists to join our team.AWS, Azure or GCP experience."
8,London,Lead Data Scientist - Executing Strategy,"
£110,000 - £120,000 a year","
Harnham","
 Lead Data Scientist - Executing Strategy.As a Lead Data Scientist, you will be analysing large data sets to make predictions on trading strategies."
13,London,Junior Quantitative Analyst,"
£40,000 - £55,000 a year","
Bettor Believe","
 The research team manage and model sports betting data, analysing large volumes of structured data in order to extract knowledge and derive trading algorithms."
14,London,"Billing Development Analyst, West London","
£6,032 - £46,350 a year","

Radius Payment Solutions","
 Data Engineer / Data Scientist - Manchester Manchester M2 3NG, United Kingdom.Be able to understand diverse business data and where it sits across multiple…"
16,London,"Data Scientist - SAS, R, Spark, Python, Big Data, Azure","
£500 - £1,000 a day","

Senitor Associates","
 As a Data Scientist you will be responsible for developing and implementing Machine Learning and Artificial capabilities."
1,London,Private Equity Data Scientist,"
£40,000 - £50,000 a year","
Capricorn Capital Partners UK","
We are looking to add a data scientist with experience in data analysis and statistical modelling to the team. Analyse raw and messy data."
2,London W6,Data Scientist,"
£35,000 - £90,000 a year","
causaLens","
This is an exciting role for a smart, creative person to take point on research and development of sophisticated, cutting-edge platform for machine learning on…"
4,London,Machine Learning Engineer,"
£40,000 - £50,000 a year","

Oscar Technology","
A network and communications organisation are looking for a Machine learning Engineer to help design, develop and implement machine learning algorithms into…"
5,Billingham,Research Scientist/Senior Research Scientist – Temporary,"
£23,012 - £36,400 a year","

Fujifilm Diosynth Biotechnologies","
Research Scientist/Senior Research Scientist. Grade: 30-32 (depending on experience). Salary £23,012- £36,400. Temporary 9-12 months (maternity cover)."
7,London,Senior Data Scientist,"
£50,000 - £90,000 a year","

Capita IT Resourcing","
Primary responsibilities will be developing and implementing algorithmic tolls to gain insights from costumers data."
9,London,Data Scientist - Product,"
£70,000 - £80,000 a year","
Harnham","
Using SQL for data manipulation. The successful data scientist will have industrial experience using machine learning techniques, in Python, for forecasting."
11,London,Data Scientist - Python,"
£40,000 a year","

Give A Grad A Go","
Reviewing, analysing and managing large amounts of industry and company data. Using your data knowledge to make and rigorously test hypotheses to improve the…"
14,London,Senior Data Scientist / Machine Learning Engineer,"
£42,500 - £57,500 a year","
decisionLab Ltd","
We are seeking to expand our talented and dynamic team of data scientists. We are seeking to appoint data scientists / machine learning engineers as full-time…"
15,London,Senior Data Scientist - London,"
£70,000 - £80,000 a year","
Smartlytics Consultancy Limited","
Smartlytics Consultancy a small analytics consultancy is looking for 2x experienced senior data scientists to join our team. E.g. regression, k-means, etc."
1,London,Private Equity Data Scientist,"
£40,000 - £50,000 a year","
Capricorn Capital Partners UK","
We are looking to add a data scientist with experience in data analysis and statistical modelling to the team. Analyse raw and messy data."
2,London W6,Data Scientist,"
£35,000 - £90,000 a year","
causaLens","
We are looking for a motivated and high-achieving Data Scientist to join our team working on Automated Machine Learning for time-series."
11,London,Data Analyst,"
£25,000 - £35,000 a year","
Blue Pelican","
Strong experience within data analysis, using tools such as Excel and SQL for data manipulation. Skilled in the use of data insights;"
13,Buxton,GIS Scientist/Analyst,"
£30,288 - £34,704 a year","

UK Government - Health and Safety Executive","
Developing new analytical and data management techniques that can be utilised by the wider team, including guidance and training."
14,London,Senior Data Scientist / Machine Learning Engineer,"
£42,500 - £57,500 a year","
decisionLab Ltd","
We are seeking to expand our talented and dynamic team of data scientists. We are seeking to appoint data scientists / machine learning engineers as full-time…"
15,London,Senior Data Scientist - London,"
£70,000 - £80,000 a year","
Smartlytics Consultancy Limited","
Smartlytics Consultancy a small analytics consultancy is looking for 2x experienced senior data scientists to join our team. AWS, Azure or GCP experience."
1,London,Private Equity Data Scientist,"
£40,000 - £50,000 a year","
Capricorn Capital Partners UK","
 We are looking to add a data scientist with experience in data analysis and statistical modelling to the team.Analyse raw and messy data."
2,London W6,Data Scientist,"
£35,000 - £90,000 a year","
causaLens","
 This is an exciting role for a smart, creative person to take point on research and development of sophisticated, cutting-edge platform for machine learning on…"
5,London,Senior Data Scientist - Experimentation,"
£70,000 - £80,000 a year","
Harnham","
 Current projects include using big data to develop recommender systems in real-time, using Spark.The successful Senior Data Scientist will have industrial…"
8,London,Machine Learning Data Engineer,"
£450 - £550 a day","
Harnham","
 Understand data flows with wider digital experience.Building and productionising machine learning products and data trees."
10,London,Senior Data Scientist - AI/ML Healthcare Analytics - London,"
£60,000 - £75,000 a year","
Lawrence Harvey","
 Knolwedge of healthcare data, biostatistics or experience in bioinformatics.As a Senior Data Scientist you will join an established team utilising one of the…"
13,Leeds,Research Assistant,"
£25,941 - £30,046 a year","

Leeds Beckett University","
 You will also be familiar with handling large data sets and undertaking statistical analysis.You will support research leaders in undertaking building…"
14,London,Senior Data Scientist / Machine Learning Engineer,"
£42,500 - £57,500 a year","
decisionLab Ltd","
 We are seeking to expand our talented and dynamic team of data scientists.We are seeking to appoint data scientists / machine learning engineers as full-time…"
15,London,Senior Data Scientist - London,"
£70,000 - £80,000 a year","
Smartlytics Consultancy Limited","
 Smartlytics Consultancy a small analytics consultancy is looking for 2x experienced senior data scientists to join our team.E.g. regression, k-means, etc."
1,London,Private Equity Data Scientist,"
£40,000 - £50,000 a year","
Capricorn Capital Partners UK","
We are looking to add a data scientist with experience in data analysis and statistical modelling to the team. Analyse raw and messy data."
2,London W6,Data Scientist,"
£35,000 - £90,000 a year","
causaLens","
This is an exciting role for a smart, creative person to take point on research and development of sophisticated, cutting-edge platform for machine learning on…"
11,London,Data Analyst,"
£25,000 - £35,000 a year","
Blue Pelican","
Strong experience within data analysis, using tools such as Excel and SQL for data manipulation. Skilled in the use of data insights; £25k - £35k plus benefits."
13,Buxton,GIS Scientist/Analyst,"
£30,288 - £34,704 a year","

UK Government - Health and Safety Executive","
Developing new analytical and data management techniques that can be utilised by the wider team, including guidance and training."
14,London,Senior Data Scientist / Machine Learning Engineer,"
£42,500 - £57,500 a year","
decisionLab Ltd","
We are seeking to expand our talented and dynamic team of data scientists. We are seeking to appoint data scientists / machine learning engineers as full-time…"
15,London,Senior Data Scientist - London,"
£70,000 - £80,000 a year","
Smartlytics Consultancy Limited","
Smartlytics Consultancy a small analytics consultancy is looking for 2x experienced senior data scientists to join our team. E.g. regression, k-means, etc."
1,London,Private Equity Data Scientist,"
£40,000 - £50,000 a year","
Capricorn Capital Partners UK","
 We are looking to add a data scientist with experience in data analysis and statistical modelling to the team.Analyse raw and messy data."
2,London W6,Data Scientist,"
£35,000 - £90,000 a year","
causaLens","
 This is an exciting role for a smart, creative person to take point on research and development of sophisticated, cutting-edge platform for machine learning on…"
11,London,Data Analyst,"
£25,000 - £35,000 a year","
Blue Pelican","
 Strong experience within data analysis, using tools such as Excel and SQL for data manipulation.Skilled in the use of data insights;£25k - £35k plus benefits."
13,Buxton,GIS Scientist/Analyst,"
£30,288 - £34,704 a year","

UK Government - Health and Safety Executive","
 Developing new analytical and data management techniques that can be utilised by the wider team, including guidance and training."
14,London,Senior Data Scientist / Machine Learning Engineer,"
£42,500 - £57,500 a year","
decisionLab Ltd","
 We are seeking to expand our talented and dynamic team of data scientists.We are seeking to appoint data scientists / machine learning engineers as full-time…"
15,London,Senior Data Scientist - London,"
£70,000 - £80,000 a year","
Smartlytics Consultancy Limited","
 Smartlytics Consultancy a small analytics consultancy is looking for 2x experienced senior data scientists to join our team.E.g. regression, k-means, etc."
1,London,Private Equity Data Scientist,"
£40,000 - £50,000 a year","
Capricorn Capital Partners UK","
 We are looking to add a data scientist with experience in data analysis and statistical modelling to the team.Analyse raw and messy data."
2,London W6,Data Scientist,"
£35,000 - £90,000 a year","
causaLens","
 This is an exciting role for a smart, creative person to take point on research and development of sophisticated, cutting-edge platform for machine learning on…"
4,London,Senior Data Scientist / Machine Learning Engineer,"
£42,500 - £57,500 a year","
decisionLab Ltd","
 We are seeking to expand our talented and dynamic team of data scientists.We are seeking to appoint data scientists / machine learning engineers as full-time…"
5,London,Senior Data Scientist - London,"
£70,000 - £80,000 a year","
Smartlytics Consultancy Limited","
 Smartlytics Consultancy a small analytics consultancy is looking for 2x experienced senior data scientists to join our team.E.g. regression, k-means, etc."
